"date_only","doy","precip_total","par_mean","par_max","airtemp_mean","airtemp_max","vaporpressure_mean","atmpressure_mean","vpd_mean","parmax10","paravg10","tavg10","tmax10","vp10","atmpres10","vpd10"
"2024-06-21",173,0,40.0391666666667,134.78,24.8333333333333,29.5,2.61983333333333,98.7633333333333,0.565416666666667,141.243,40.96875,21.2275,27.41,2.07116666666667,98.50825,0.559125
"2024-06-22",174,0,51.7020833333333,174.57,25.35,30.2,2.59808333333333,98.22375,0.7025,143.06,41.4766666666667,22.0925,28.05,2.19584166666667,98.509,0.564083333333333
"2024-06-23",175,0,40.2979166666667,138.69,24.4791666666667,27.3,2.565,97.32375,0.522083333333333,140.438,40.764625,22.575,28.1,2.29261666666667,98.4351666666667,0.535166666666667
"2024-06-24",176,0,66.8054166666667,292.56,20.9875,24.9,1.86825,97.7554166666667,0.647083333333333,159.988,44.4772083333333,22.66875,28.17,2.28407083333333,98.4249166666667,0.558375
"2024-06-25",177,0,52.4495833333333,147.89,20.3916666666667,26.3,1.82108333333333,97.9541666666667,0.67375,155.825,44.6449166666667,22.9879166666667,28.46,2.329025,98.3740833333333,0.55975
"2024-06-26",178,0,44.1025,154.1,22.05,27.2,2.228,97.5166666666667,0.459583333333333,152.927,44.1638333333333,23.23375,28.41,2.38470833333333,98.2774583333333,0.52925
"2024-06-27",179,0,57.6533333333333,373.29,20.1041666666667,23.5,1.963375,97.7725,0.406666666666667,176.594,45.9089583333333,23.0004166666667,27.74,2.35579166666667,98.2112916666667,0.51525
"2024-06-28",180,0,73.7725,447.58,20.4625,27.4,1.84479166666667,98.18625,0.680416666666667,209.047,49.5860833333333,22.7233333333333,27.48,2.28742916666667,98.1589583333333,0.543916666666667
"2024-06-29",181,0,21.82125,94.76,23.9416666666667,26.1,2.52575,98.0633333333333,0.450416666666667,207.368,48.3095833333333,22.6820833333333,27.25,2.26955416666667,98.0637916666667,0.551041666666667
"2024-06-30",182,0,49.5075,305.21,22.4791666666667,25.8,2.336875,98.2125,0.413333333333333,226.343,49.815125,22.5079166666667,26.82,2.23710416666667,97.9771666666667,0.552125
"2024-07-01",183,0,79.43625,502.55,17.2416666666667,22.5,1.31316666666667,98.8191666666667,0.695833333333333,263.12,53.7548333333333,21.74875,26.12,2.1064375,97.98275,0.565166666666667
"2024-07-02",184,0,73.6191666666667,404.34,19.55,26.8,1.516375,98.7379166666667,0.875833333333333,286.097,55.9465416666667,21.16875,25.78,1.99826666666667,98.0341666666667,0.5825
"2024-07-03",185,0,56.3691666666667,185.61,23.6458333333333,29.6,2.17654166666667,98.2683333333333,0.835,290.789,57.5536666666667,21.0854166666667,26.01,1.95942083333333,98.128625,0.613791666666667
"2024-07-04",186,0,44.6679166666667,220.57,24.7166666666667,28.7,2.67829166666667,97.9283333333333,0.457916666666667,283.59,55.3399166666667,21.4583333333333,26.39,2.040425,98.1459166666667,0.594875
"2024-07-05",187,0,36.77125,221.95,24.1,27.2,2.69025,97.5304166666667,0.324583333333333,290.996,53.7720833333333,21.8291666666667,26.48,2.12734166666667,98.1035416666667,0.559958333333333
"2024-07-06",188,0,57.81625,326.83,23.7708333333333,27.6,2.345375,97.82625,0.623333333333333,308.269,55.1434583333333,22.00125,26.52,2.13907916666667,98.1345,0.576333333333333
"2024-07-07",189,0,64.60125,345.46,22.5541666666667,28.2,2.03704166666667,98.2783333333333,0.774166666666667,305.486,55.83825,22.24625,26.99,2.14644583333333,98.1850833333333,0.613083333333333
"2024-07-08",190,0,63.1733333333333,191.82,23.6041666666667,30,2.089875,98.2316666666667,0.930833333333333,279.91,54.7783333333333,22.5604166666667,27.25,2.17095416666667,98.189625,0.638125
"2024-07-09",191,0,51.9129166666667,158.47,24.2,29.3,2.358125,98.0104166666667,0.74,286.281,57.7875,22.58625,27.57,2.15419166666667,98.1843333333333,0.667083333333333
"2024-07-10",192,0,52.7754166666667,165.37,25.6666666666667,31.7,2.36104166666667,97.34875,1.00416666666667,272.297,58.1142916666667,22.905,28.16,2.15660833333333,98.0979583333333,0.726166666666667
"2024-07-11",193,0,29.3345833333333,109.02,21.2041666666667,23.6,1.99558333333333,98.17,0.531666666666667,232.944,53.104125,23.30125,28.27,2.22485,98.0330416666667,0.70975
"2024-07-12",194,0,58.90875,235.75,22.3833333333333,28.8,1.943375,98.5745833333333,0.8725,216.085,51.6330833333333,23.5845833333333,28.47,2.26755,98.0167083333333,0.709416666666667
"2024-07-13",195,0,52.7083333333333,222.87,24.4208333333333,30.2,2.19470833333333,98.5995833333333,0.96,219.811,51.267,23.6620833333333,28.53,2.26936666666667,98.0498333333333,0.721916666666667
"2024-07-14",196,0,58.8704166666667,220.11,25.2666666666667,31,2.221,98.3025,1.08958333333333,219.765,52.68725,23.7170833333333,28.76,2.2236375,98.08725,0.785083333333333
"2024-07-15",197,0.221,58.19,240.35,26.6166666666667,32.8,2.296625,97.8841666666667,1.27333333333333,221.605,54.829125,23.96875,29.32,2.184275,98.122625,0.879958333333333
"2024-07-16",198,0,59.65625,234.83,25.7916666666667,31.3,2.355375,97.6041666666667,1.0575,212.405,55.013125,24.1708333333333,29.69,2.185275,98.1004166666667,0.923375
"2024-07-17",199,0,27.945,148.35,23.1625,27.3,2.401375,97.7520833333333,0.44875,192.694,51.3475,24.2316666666667,29.6,2.22170833333333,98.0477916666667,0.890833333333333
"2024-07-18",200,0,51.0695833333333,203.78,21.2625,24.6,1.99820833333333,98.17125,0.544166666666667,193.89,50.137125,23.9975,29.06,2.21254166666667,98.04175,0.852166666666667
"2024-07-19",201,0,71.2329166666667,354.66,19.6083333333333,26.4,1.50533333333333,98.6025,0.872916666666667,213.509,52.069125,23.5383333333333,28.77,2.1272625,98.1009583333333,0.865458333333333
"2024-07-20",202,0,65.895,335.8,22.0208333333333,28.3,1.75058333333333,98.38625,0.986666666666667,230.552,53.3810833333333,23.17375,28.43,2.06621666666667,98.2047083333333,0.863708333333333
"2024-07-21",203,0,63.5279166666667,299.92,21.3125,27.1,1.627,98.4170833333333,0.985,249.642,56.8004166666667,23.1845833333333,28.78,2.02935833333333,98.2294166666667,0.909041666666667
"2024-07-22",204,0,22.1375,90.16,19.7333333333333,22.9,1.98304166666667,98.2083333333333,0.321666666666667,235.083,53.1232916666667,22.9195833333333,28.19,2.033325,98.1927916666667,0.853958333333333
"2024-07-23",205,0,47.0254166666667,245.64,20.9166666666667,25.7,2.209125,98.3441666666667,0.295416666666667,237.36,52.555,22.5691666666667,27.74,2.03476666666667,98.16725,0.7875
"2024-07-24",206,0,52.7754166666667,242.19,22.1958333333333,27.2,2.241125,98.45375,0.474166666666667,239.568,51.9455,22.2620833333333,27.36,2.03677916666667,98.182375,0.725958333333333
"2024-07-25",207,0,51.52,210.91,22.1,26.5,2.05208333333333,98.60125,0.64,236.624,51.2785,21.8104166666667,26.73,2.012325,98.2540833333333,0.662625
"2024-07-26",208,0,80.0591666666667,439.3,19.8291666666667,26,1.47208333333333,98.70125,0.92125,257.071,53.3187916666667,21.2141666666667,26.2,1.92399583333333,98.3637916666667,0.649
"2024-07-27",209,0,79.1870833333333,391.92,21.0625,28.6,1.522875,98.6125,1.10333333333333,281.428,58.443,21.0041666666667,26.33,1.83614583333333,98.4498333333333,0.714458333333333
"2024-07-28",210,0,81.6020833333333,384.33,22.9041666666667,30.7,1.71795833333333,98.45625,1.23208333333333,299.483,61.49625,21.1683333333333,26.94,1.80812083333333,98.4783333333333,0.78325
"2024-07-29",211,0,69.3833333333333,285.2,22.9375,29.1,2.06633333333333,98.06,0.826666666666667,292.537,61.3112916666667,21.50125,27.21,1.86422083333333,98.4240833333333,0.778625
"2024-07-30",212,1.987,29.8616666666667,121.9,21.6708333333333,24,2.48191666666667,97.7158333333333,0.114166666666667,271.147,57.7079583333333,21.46625,26.78,1.93735416666667,98.3570416666667,0.691375
"2024-07-31",213,0,65.9620833333333,250.93,23.5291666666667,28.7,2.508875,97.9208333333333,0.43625,266.248,57.951375,21.6879166666667,26.94,2.02554166666667,98.3074166666667,0.6365
"2024-08-01",214,0,72.9004166666667,301.07,24.7625,29.6,2.50441666666667,98.12125,0.6825,287.339,63.0276666666667,22.1908333333333,27.61,2.07767916666667,98.2987083333333,0.672583333333333
"2024-08-02",215,0,40.6620833333333,204.7,23.3375,26.4,2.58883333333333,97.7725,0.291666666666667,283.245,62.3913333333333,22.4329166666667,27.68,2.11565,98.2415416666667,0.672208333333333
"2024-08-03",216,0,34.0208333333333,180.55,22.2333333333333,25.4,2.54833333333333,97.6991666666667,0.137916666666667,277.081,60.515875,22.4366666666667,27.5,2.14637083333333,98.1660833333333,0.638583333333333
"2024-08-04",217,0,56.3691666666667,245.87,22.8,27,2.380125,98.0883333333333,0.417916666666667,280.577,61.0007916666667,22.5066666666667,27.55,2.179175,98.1147916666667,0.616375
"2024-08-05",218,0,61.6016666666667,246.33,22.9291666666667,28.8,2.28745833333333,98.2820833333333,0.604166666666667,261.28,59.1550416666667,22.8166666666667,27.83,2.2607125,98.072875,0.584666666666667
"2024-08-06",219,0,46.2875,205.85,22.55,29.2,2.45354166666667,97.95375,0.322083333333333,242.673,55.8650833333333,22.9654166666667,27.89,2.35377916666667,98.007,0.506541666666667
"2024-08-07",220,0,31.4429166666667,142.14,20.95,23.9,2.31008333333333,97.7820833333333,0.182083333333333,218.454,50.8491666666667,22.77,27.21,2.41299166666667,97.9395833333333,0.401541666666667
"2024-08-08",221,0,40.1254166666667,129.03,23.1625,26.7,2.44708333333333,97.7833333333333,0.41875,202.837,47.923375,22.7925,26.97,2.45106666666667,97.9119166666667,0.36075
"2024-08-09",222,0,36.5891666666667,166.98,23.3958333333333,26.2,2.43683333333333,97.47,0.450416666666667,207.345,48.596125,22.965,27.19,2.44655833333333,97.8873333333333,0.394375
"2024-08-10",223,0,74.1845833333333,610.42,19.5416666666667,23,1.75508333333333,98.23875,0.537916666666667,243.294,49.418375,22.56625,26.62,2.37117916666667,97.919125,0.404541666666667
"2024-08-11",224,0,72.7854166666667,506.92,17.6875,22.7,1.52629166666667,98.3645833333333,0.547083333333333,263.879,49.406875,21.85875,25.93,2.27336666666667,97.9434583333333,0.391
"2024-08-12",225,0,53.4654166666667,264.04,18.0833333333333,23.2,1.59795833333333,98.38375,0.53,269.813,50.6872083333333,21.3333333333333,25.61,2.17427916666667,98.0045833333333,0.414833333333333
"2024-08-13",226,0,67.93625,432.86,17.8708333333333,24.2,1.58891666666667,98.5091666666667,0.528333333333333,295.044,54.07875,20.8970833333333,25.49,2.0783375,98.0855833333333,0.453875
